ID,Name,Age,Gender,City,Country,CreditCard,FullAddress,UserSignUpDate,UserLastPurchaseDate,UserStatus,UserTotalPurchases,UserSegment,UserLocation,UserSourceType,UserLastLoginDate,UserPurchaseFrequency,ProductName,Category,Subcategory,Price,DatePurchase,Quantity,Rating,Comment,DelayBetweenLastLoginSignUp,LastLoginPurchaseDelay
448,FgymP7CxiHFvgQRXYTgKyA==,65,M,NORTH JUAN,BRUNEI DARUSSALAM,uYMI25bnvxiENNDalhVLAHNoq+ebBYr5cZUMgDKVgfA=,734 Barry Way  Melaniemouth  NM 62833,19-11-2021,10-12-2022,CHURNED,13,HIGH VALUE,SOUTH DYLAN,ORGANIC SEARCH,09-05-2023,YEARLY,LAPTOPPRO,ELECTRONICS,LAPTOP,14,07-01-2022,1,5,HAIR KEEP TEN SEASON DOCTOR SONG DEBATE.,18,5
3,uy752WpEGR0Efv7hBbMEob2e4y0gDtwVlTd52eaJTAs=,64,M,JENSENFURT,BRUNEI DARUSSALAM,iuwv/dVfeqAOqqnDcSX90HNoq+ebBYr5cZUMgDKVgfA=,735 Jones Mews  New Ginafurt  AR 99785,10-03-2022,24-01-2023,CHURNED,9,FREQUENT SHOPPER,SOUTH WILLIAM,REFERRAL,25-04-2023,YEARLY,COMFORTCHAIR,FURNITURE,CHAIR,770,26-06-2023,4,4,POPULAR OUTSIDE INDUSTRY LISTEN.,13,3
73,/+WRLDNZI2vnumRFb7GJuw==,89,M,EAST JENNIFERSHIRE,BRUNEI DARUSSALAM,pGxs5oI9UjJzIMf4csuG0HNoq+ebBYr5cZUMgDKVgfA=,929 Pearson Point Apt. 757  South Hannahview  AK 90299,04-03-2022,20-05-2022,CHURNED,9,FREQUENT SHOPPER,NORTH STEPHANIE,REFERRAL,26-05-2023,RARELY,PANTSWEAR,CLOTHING,PANTS,556,07-12-2021,8,3,ACT COLLECTION PERFORMANCE WORKER.,14,12
128,N7qbS2rYRgZhNnd6N8yIsw==,65,M,CHASEBOROUGH,BRUNEI DARUSSALAM,H769OttHUXygudfbrCVXVXNoq+ebBYr5cZUMgDKVgfA=,3140 Nathan Circle Apt. 160  Lake Rebecca  MA 46135,01-01-2023,18-07-2023,ACTIVE,8,FREQUENT SHOPPER,CARTERBURY,PAID ADS,21-08-2023,YEARLY,SOFADELUXE,FURNITURE,SOFA,259,16-03-2023,2,1,SOUND AGAIN HOLD FIGURE THUS AGO WITHIN SEAT.,7,1
223,IGgiisSU+K8pIhRtWT/n6w==,42,F,OWENSVIEW,BRUNEI DARUSSALAM,R49hJ8bHHjW5NsTN0rSGnnNoq+ebBYr5cZUMgDKVgfA=,292 Mills Coves  South Ashleyfurt  HI 63525,26-05-2023,24-06-2023,ACTIVE,2,OCCASIONAL SHOPPER,LAKE TIMOTHYFURT,ORGANIC SEARCH,21-08-2023,YEARLY,TABLEPLUS,FURNITURE,TABLE,34,26-02-2023,1,6,BABY GROWTH EVERYONE THAN TRUE.,3,2
448,FgymP7CxiHFvgQRXYTgKyA==,65,M,NORTH JUAN,BRUNEI DARUSSALAM,uYMI25bnvxiENNDalhVLAHNoq+ebBYr5cZUMgDKVgfA=,734 Barry Way  Melaniemouth  NM 62833,19-11-2021,10-12-2022,CHURNED,13,HIGH VALUE,SOUTH DYLAN,ORGANIC SEARCH,09-05-2023,YEARLY,LAPTOPPRO,ELECTRONICS,LAPTOP,14,07-01-2022,1,5,HAIR KEEP TEN SEASON DOCTOR SONG DEBATE.,18,5
157,dePM6gLJA6UZgFMtuggruQ==,25,F,GRAYSTAD,FRENCH POLYNESIA,tm6/KpFT2XIdI8WDlHDBgHNoq+ebBYr5cZUMgDKVgfA=,0400 Whitney Street Suite 326  Port Christopherhaven  DC 25491,16-04-2023,28-04-2023,CHURNED,11,HIGH VALUE,PORT STEVENCHESTER,REFERRAL,21-06-2023,YEARLY,PHONEMASTER,ELECTRONICS,PHONE,977,04-04-2021,2,5,WHERE GAME HERE FEELING.,2,2
498,4aX/q8z4S0WN10Rt0+sBzA==,25,F,CRAIGSTAD,FRENCH POLYNESIA,zgThUJPwRsBrxog3DK0pi3Noq+ebBYr5cZUMgDKVgfA=,357 Carlson Plaza Suite 295  South Tammyburgh  SC 24233,01-12-2022,16-05-2023,CHURNED,6,FREQUENT SHOPPER,EAST DAVID,REFERRAL,07-07-2023,YEARLY,TABLEDELUXE,FURNITURE,TABLE,909,28-05-2023,7,5,RUN FORGET SEND EVIDENCE YOU.,7,2
506,YkV+vvWQrF5cYSqO9w31+Q==,25,M,LAKE WHITNEY,FRENCH POLYNESIA,8FmQpIQY/7oOwZUtkL6iPXNoq+ebBYr5cZUMgDKVgfA=,24479 David Dale  Dennisfort  NH 56221,09-04-2023,13-08-2023,ACTIVE,10,FREQUENT SHOPPER,MELISSACHESTER,PAID ADS,19-08-2023,MONTHLY,PROPANTS,CLOTHING,PANTS,97,07-05-2022,4,5,SHOULDER STAR CUT THUS ARM PICK GENERAL.,4,0
566,nsSt7Z8BbUAzh2JN5gurBA==,25,M,WEST SABRINA,FRENCH POLYNESIA,R827OABO/5265s311ENZGHNoq+ebBYr5cZUMgDKVgfA=,041 Hancock Mall  East Janet  DC 68991,26-11-2022,19-01-2023,CHURNED,8,FREQUENT SHOPPER,LAURENLAND,PAID ADS,02-07-2023,YEARLY,ULTRAPHONE,ELECTRONICS,PHONE,52,19-07-2021,3,3,CHALLENGE AGO FIVE TAX.,8,6
738,o6L0aaT8jwbnaHB9onv3EnNoq+ebBYr5cZUMgDKVgfA=,25,M,EAST EUGENESTAD,FRENCH POLYNESIA,lnz7HjZ7TTrREAFkek2N8HNoq+ebBYr5cZUMgDKVgfA=,USCGC Brennan  FPO AA 83470,09-04-2022,18-01-2023,CHURNED,6,FREQUENT SHOPPER,GORDONPORT,ORGANIC SEARCH,23-05-2023,YEARLY,SPEAKERPRO,ELECTRONICS,SPEAKER,292,21-06-2023,3,1,BALL BECOME HAPPY PARTY DESCRIBE PROVIDE.,13,4
157,dePM6gLJA6UZgFMtuggruQ==,25,F,GRAYSTAD,FRENCH POLYNESIA,tm6/KpFT2XIdI8WDlHDBgHNoq+ebBYr5cZUMgDKVgfA=,0400 Whitney Street Suite 326  Port Christopherhaven  DC 25491,16-04-2023,28-04-2023,CHURNED,11,HIGH VALUE,PORT STEVENCHESTER,REFERRAL,21-06-2023,YEARLY,PHONEMASTER,ELECTRONICS,PHONE,977,04-04-2021,2,5,WHERE GAME HERE FEELING.,2,2
498,4aX/q8z4S0WN10Rt0+sBzA==,25,F,CRAIGSTAD,FRENCH POLYNESIA,zgThUJPwRsBrxog3DK0pi3Noq+ebBYr5cZUMgDKVgfA=,357 Carlson Plaza Suite 295  South Tammyburgh  SC 24233,01-12-2022,16-05-2023,CHURNED,6,FREQUENT SHOPPER,EAST DAVID,REFERRAL,07-07-2023,YEARLY,TABLEDELUXE,FURNITURE,TABLE,909,28-05-2023,7,5,RUN FORGET SEND EVIDENCE YOU.,7,2
506,YkV+vvWQrF5cYSqO9w31+Q==,25,M,LAKE WHITNEY,FRENCH POLYNESIA,8FmQpIQY/7oOwZUtkL6iPXNoq+ebBYr5cZUMgDKVgfA=,24479 David Dale  Dennisfort  NH 56221,09-04-2023,13-08-2023,ACTIVE,10,FREQUENT SHOPPER,MELISSACHESTER,PAID ADS,19-08-2023,MONTHLY,PROPANTS,CLOTHING,PANTS,97,07-05-2022,4,5,SHOULDER STAR CUT THUS ARM PICK GENERAL.,4,0
566,nsSt7Z8BbUAzh2JN5gurBA==,25,M,WEST SABRINA,FRENCH POLYNESIA,R827OABO/5265s311ENZGHNoq+ebBYr5cZUMgDKVgfA=,041 Hancock Mall  East Janet  DC 68991,26-11-2022,19-01-2023,CHURNED,8,FREQUENT SHOPPER,LAURENLAND,PAID ADS,02-07-2023,YEARLY,ULTRAPHONE,ELECTRONICS,PHONE,52,19-07-2021,3,3,CHALLENGE AGO FIVE TAX.,8,6
738,o6L0aaT8jwbnaHB9onv3EnNoq+ebBYr5cZUMgDKVgfA=,25,M,EAST EUGENESTAD,FRENCH POLYNESIA,lnz7HjZ7TTrREAFkek2N8HNoq+ebBYr5cZUMgDKVgfA=,USCGC Brennan  FPO AA 83470,09-04-2022,18-01-2023,CHURNED,6,FREQUENT SHOPPER,GORDONPORT,ORGANIC SEARCH,23-05-2023,YEARLY,SPEAKERPRO,ELECTRONICS,SPEAKER,292,21-06-2023,3,1,BALL BECOME HAPPY PARTY DESCRIBE PROVIDE.,13,4
244,67d70wDiXA3H96QQenTPKQ==,24,M,NORTH ALISONTOWN,JORDAN,m8eKfpuLTNAaH5ZLXPA6bHNoq+ebBYr5cZUMgDKVgfA=,Unit 0046 Box 0578  DPO AA 65021,07-10-2022,26-04-2023,CHURNED,10,FREQUENT SHOPPER,PORT MICHAELTOWN,PAID ADS,26-04-2023,YEARLY,THE ART OF NON-FICTION,BOOKS,NON-FICTION,22,08-09-2021,5,6,SUCH MOMENT CHOOSE.,6,0
548,5mFCCvpwnF0pfVx03Sc7sg==,24,F,PEREZSHIRE,JORDAN,a1YgOpW82nWVvEhztpzM8HNoq+ebBYr5cZUMgDKVgfA=,879 Nicholas Plains  New Michele  ID 79107,11-03-2023,23-03-2023,CHURNED,5,OCCASIONAL SHOPPER,KENNEDYBURGH,REFERRAL,29-07-2023,YEARLY,TASTYVEGETABLES,GROCERY,VEGETABLES,24,30-01-2022,10,6,VOTE REMEMBER SET LOW GIVE NEAR SORT.,4,4
626,3oc2yIaQ2SL/bclB+PXibw==,24,M,SOUTH WANDA,JORDAN,JNjyP3gLJubcj8DAuiD5jHNoq+ebBYr5cZUMgDKVgfA=,PSC 7800  Box 0850  APO AP 76081,15-07-2023,18-08-2023,ACTIVE,10,FREQUENT SHOPPER,BISHOPMOUTH,ORGANIC SEARCH,25-08-2023,MONTHLY,BEVERAGESBURST,GROCERY,BEVERAGES,45,23-01-2023,8,4,STUFF YEAH CLEAR LAND SUGGEST.,1,0
244,67d70wDiXA3H96QQenTPKQ==,24,M,NORTH ALISONTOWN,JORDAN,m8eKfpuLTNAaH5ZLXPA6bHNoq+ebBYr5cZUMgDKVgfA=,Unit 0046 Box 0578  DPO AA 65021,07-10-2022,26-04-2023,CHURNED,10,FREQUENT SHOPPER,PORT MICHAELTOWN,PAID ADS,26-04-2023,YEARLY,THE ART OF NON-FICTION,BOOKS,NON-FICTION,22,08-09-2021,5,6,SUCH MOMENT CHOOSE.,6,0
548,5mFCCvpwnF0pfVx03Sc7sg==,24,F,PEREZSHIRE,JORDAN,a1YgOpW82nWVvEhztpzM8HNoq+ebBYr5cZUMgDKVgfA=,879 Nicholas Plains  New Michele  ID 79107,11-03-2023,23-03-2023,CHURNED,5,OCCASIONAL SHOPPER,KENNEDYBURGH,REFERRAL,29-07-2023,YEARLY,TASTYVEGETABLES,GROCERY,VEGETABLES,24,30-01-2022,10,6,VOTE REMEMBER SET LOW GIVE NEAR SORT.,4,4
626,3oc2yIaQ2SL/bclB+PXibw==,24,M,SOUTH WANDA,JORDAN,JNjyP3gLJubcj8DAuiD5jHNoq+ebBYr5cZUMgDKVgfA=,PSC 7800  Box 0850  APO AP 76081,15-07-2023,18-08-2023,ACTIVE,10,FREQUENT SHOPPER,BISHOPMOUTH,ORGANIC SEARCH,25-08-2023,MONTHLY,BEVERAGESBURST,GROCERY,BEVERAGES,45,23-01-2023,8,4,STUFF YEAH CLEAR LAND SUGGEST.,1,0
6,e+5x5njRd3ggUpu07Crs7A==,20,M,WEST RICKYSHIRE,UGANDA,YqPU+J04pVeXo5E30mh+XnNoq+ebBYr5cZUMgDKVgfA=,6030 Joseph Vista  South Stephen  NV 91994,05-09-2022,29-04-2023,CHURNED,12,HIGH VALUE,BLAKETOWN,ORGANIC SEARCH,23-06-2023,YEARLY,PANTSWEAR,CLOTHING,PANTS,86,17-03-2021,3,2,TABLE FUND POSITION TEN BILL.,9,2
537,I9bTyG/vO3Qi331bNLleVg==,20,M,LINDSAYVILLE,UGANDA,uG5fvp6nEBp/GaJRovXIw3Noq+ebBYr5cZUMgDKVgfA=,3459 Sullivan Loop  Patricialand  NE 56293,28-09-2021,15-02-2023,CHURNED,15,HIGH VALUE,JESSICACHESTER,ORGANIC SEARCH,16-04-2023,YEARLY,VEGETABLESBURST,GROCERY,VEGETABLES,217,27-01-2022,1,6,SOUND SIX USE ACTIVITY.,19,2
613,+vvcj382crFa9f1sh5DNOg==,20,F,PORT DENISETOWN,UGANDA,GIpIAIRbXoTG0BWgq0qyMHNoq+ebBYr5cZUMgDKVgfA=,116 David Extensions  South Keith  OK 89900,15-08-2022,05-11-2022,CHURNED,11,HIGH VALUE,NEW TRACY,REFERRAL,08-06-2023,YEARLY,EDUCATIONALGUIDE,BOOKS,EDUCATIONAL,586,30-12-2021,8,6,NEED IDEA LATE CONTINUE BILL WHITE.,10,7
6,e+5x5njRd3ggUpu07Crs7A==,20,M,WEST RICKYSHIRE,UGANDA,YqPU+J04pVeXo5E30mh+XnNoq+ebBYr5cZUMgDKVgfA=,6030 Joseph Vista  South Stephen  NV 91994,05-09-2022,29-04-2023,CHURNED,12,HIGH VALUE,BLAKETOWN,ORGANIC SEARCH,23-06-2023,YEARLY,PANTSWEAR,CLOTHING,PANTS,86,17-03-2021,3,2,TABLE FUND POSITION TEN BILL.,9,2
537,I9bTyG/vO3Qi331bNLleVg==,20,M,LINDSAYVILLE,UGANDA,uG5fvp6nEBp/GaJRovXIw3Noq+ebBYr5cZUMgDKVgfA=,3459 Sullivan Loop  Patricialand  NE 56293,28-09-2021,15-02-2023,CHURNED,15,HIGH VALUE,JESSICACHESTER,ORGANIC SEARCH,16-04-2023,YEARLY,VEGETABLESBURST,GROCERY,VEGETABLES,217,27-01-2022,1,6,SOUND SIX USE ACTIVITY.,19,2
613,+vvcj382crFa9f1sh5DNOg==,20,F,PORT DENISETOWN,UGANDA,GIpIAIRbXoTG0BWgq0qyMHNoq+ebBYr5cZUMgDKVgfA=,116 David Extensions  South Keith  OK 89900,15-08-2022,05-11-2022,CHURNED,11,HIGH VALUE,NEW TRACY,REFERRAL,08-06-2023,YEARLY,EDUCATIONALGUIDE,BOOKS,EDUCATIONAL,586,30-12-2021,8,6,NEED IDEA LATE CONTINUE BILL WHITE.,10,7
61,SH/VpBYaaxQGJPaH7cD1GA==,51,M,NAVARROBURY,MONTENEGRO,2al6HGcGHl/GkCC0o0m7jnNoq+ebBYr5cZUMgDKVgfA=,0498 Reynolds Glens Apt. 928  South Victoriachester  GU 88835,07-12-2021,07-11-2022,CHURNED,5,OCCASIONAL SHOPPER,LAKE ROBERT,REFERRAL,01-07-2023,YEARLY,SHIRTFITS,CLOTHING,SHIRT,37,19-03-2023,8,1,WIN OFFER FUND ANYTHING ADD PERHAPS PERSONAL.,19,8
125,qpCBPaPfj6p2Y8+m2u++Vg==,51,F,HANNAHBERG,MONTENEGRO,aAwrGg/CvbY7SIGkZ2fSFHNoq+ebBYr5cZUMgDKVgfA=,75615 Patrick Camp Suite 717  North Stephaniemouth  GU 02091,04-03-2023,13-08-2023,ACTIVE,2,OCCASIONAL SHOPPER,DENNISSHIRE,REFERRAL,16-08-2023,MONTHLY,SHIRTWEAR,CLOTHING,SHIRT,519,24-05-2023,7,4,BETWEEN ORGANIZATION MONTH BUILDING RESPONSIBILITY NEWSPAPER SERVE.,5,0
443,m9zIrVfYEKk0TdfMkuOttg==,51,F,PORT LINDSEYSHIRE,MONTENEGRO,O4/GNEcebc/zJv9/DzJxPnNoq+ebBYr5cZUMgDKVgfA=,305 Alan Rue Apt. 795  Williamhaven  IL 87391,09-10-2021,12-01-2023,CHURNED,7,FREQUENT SHOPPER,TAMMIEBURY,REFERRAL,23-02-2023,YEARLY,MEGALAPTOP,ELECTRONICS,LAPTOP,89,26-06-2022,3,1,SUCCESS GENERAL STAGE WRITER.,16,1
654,g9hCECCw3O7jfyRSU4Cf0g==,51,F,SOUTH CAITLYNSIDE,MONTENEGRO,k2qHRX0RHSBVDUt9b/Lb4nNoq+ebBYr5cZUMgDKVgfA=,177 Casey Forges  Levychester  AL 62400,27-12-2021,29-11-2022,CHURNED,1,OCCASIONAL SHOPPER,SOUTH YOLANDA,ORGANIC SEARCH,04-03-2023,YEARLY,PROPANTS,CLOTHING,PANTS,7,24-03-2023,2,4,DARK BUSINESS SUDDENLY FIRE BUILDING LEG OFFICE.,15,4
729,7aR9Vk4eJ8UWhd5k8MRZsQ==,51,M,COXVIEW,MONTENEGRO,XiqzRYgwvrQ/lS4jL3JzBHNoq+ebBYr5cZUMgDKVgfA=,6123 Lynn Knolls Suite 730  Laceymouth  GA 55970,04-01-2022,16-05-2023,CHURNED,8,FREQUENT SHOPPER,EAST ROBERTSIDE,PAID ADS,10-08-2023,YEARLY,FRESHBEVERAGES,GROCERY,BEVERAGES,69,01-03-2021,5,4,PM STATION ARTICLE NEVER.,19,3
61,SH/VpBYaaxQGJPaH7cD1GA==,51,M,NAVARROBURY,MONTENEGRO,2al6HGcGHl/GkCC0o0m7jnNoq+ebBYr5cZUMgDKVgfA=,0498 Reynolds Glens Apt. 928  South Victoriachester  GU 88835,07-12-2021,07-11-2022,CHURNED,5,OCCASIONAL SHOPPER,LAKE ROBERT,REFERRAL,01-07-2023,YEARLY,SHIRTFITS,CLOTHING,SHIRT,37,19-03-2023,8,1,WIN OFFER FUND ANYTHING ADD PERHAPS PERSONAL.,19,8
125,qpCBPaPfj6p2Y8+m2u++Vg==,51,F,HANNAHBERG,MONTENEGRO,aAwrGg/CvbY7SIGkZ2fSFHNoq+ebBYr5cZUMgDKVgfA=,75615 Patrick Camp Suite 717  North Stephaniemouth  GU 02091,04-03-2023,13-08-2023,ACTIVE,2,OCCASIONAL SHOPPER,DENNISSHIRE,REFERRAL,16-08-2023,MONTHLY,SHIRTWEAR,CLOTHING,SHIRT,519,24-05-2023,7,4,BETWEEN ORGANIZATION MONTH BUILDING RESPONSIBILITY NEWSPAPER SERVE.,5,0
443,m9zIrVfYEKk0TdfMkuOttg==,51,F,PORT LINDSEYSHIRE,MONTENEGRO,O4/GNEcebc/zJv9/DzJxPnNoq+ebBYr5cZUMgDKVgfA=,305 Alan Rue Apt. 795  Williamhaven  IL 87391,09-10-2021,12-01-2023,CHURNED,7,FREQUENT SHOPPER,TAMMIEBURY,REFERRAL,23-02-2023,YEARLY,MEGALAPTOP,ELECTRONICS,LAPTOP,89,26-06-2022,3,1,SUCCESS GENERAL STAGE WRITER.,16,1
654,g9hCECCw3O7jfyRSU4Cf0g==,51,F,SOUTH CAITLYNSIDE,MONTENEGRO,k2qHRX0RHSBVDUt9b/Lb4nNoq+ebBYr5cZUMgDKVgfA=,177 Casey Forges  Levychester  AL 62400,27-12-2021,29-11-2022,CHURNED,1,OCCASIONAL SHOPPER,SOUTH YOLANDA,ORGANIC SEARCH,04-03-2023,YEARLY,PROPANTS,CLOTHING,PANTS,7,24-03-2023,2,4,DARK BUSINESS SUDDENLY FIRE BUILDING LEG OFFICE.,15,4
729,7aR9Vk4eJ8UWhd5k8MRZsQ==,51,M,COXVIEW,MONTENEGRO,XiqzRYgwvrQ/lS4jL3JzBHNoq+ebBYr5cZUMgDKVgfA=,6123 Lynn Knolls Suite 730  Laceymouth  GA 55970,04-01-2022,16-05-2023,CHURNED,8,FREQUENT SHOPPER,EAST ROBERTSIDE,PAID ADS,10-08-2023,YEARLY,FRESHBEVERAGES,GROCERY,BEVERAGES,69,01-03-2021,5,4,PM STATION ARTICLE NEVER.,19,3
47,kNUWgz5NhhkNPerH3FwEdg==,85,M,WEST WILLIAM,LESOTHO,5VMH3/ByhXP+KOCGWh7j1HNoq+ebBYr5cZUMgDKVgfA=,31836 Todd Knolls Apt. 255  Zacharyport  IA 83039,17-05-2023,24-06-2023,ACTIVE,5,OCCASIONAL SHOPPER,NORTH ALICIAMOUTH,REFERRAL,01-07-2023,YEARLY,PHONEMASTER,ELECTRONICS,PHONE,62,07-10-2022,2,1,PARTNER FIND INSTITUTION CANDIDATE CANDIDATE EMPLOYEE.,2,1
